name;east;north;up;value;dist_1;value_1;dist_2;value_2;dist_3;value_3;dist_4;value_4;dist_5;value_5;dist_6;value_6;dist_7;value_7;dist_8;value_8;dist_9;value_9;dist_10;value_10;dist_11;value_11;dist_12;value_12;dist_13;value_13;dist_14;value_14;dist_15;value_15;dist_16;value_16;dist_17;value_17;dist_18;value_18;dist_19;value_19;dist_20;value_20;dist_21;value_21;dist_22;value_22;dist_23;value_23;dist_24;value_24;dist_25;value_25;dist_26;value_26;dist_27;value_27;dist_28;value_28;dist_29;value_29;dist_30;value_30;dist_31;value_31;dist_32;value_32;dist_33;value_33;dist_34;value_34;dist_35;value_35;dist_36;value_36;dist_37;value_37;dist_38;value_38;dist_39;value_39;dist_40;value_40;dist_41;value_41;dist_42;value_42;dist_43;value_43;dist_44;value_44;dist_45;value_45;dist_46;value_46;dist_47;value_47;dist_48;value_48;dist_49;value_49;dist_50;value_50;unix;doy
Erndtebrück-Birkelbach;32449662.59;5651715.74;500;22.4;6950.4179850851515;17.0;10480.464064392469;12.8;13667.588138263527;11.2;15507.008662166709;10.5;21786.12596368766;13.4;22034.13390780954;10.4;22388.448432109413;24.6;23416.90982010449;17.9;26936.82864895776;10.6;30246.880766682534;23.8;30525.6432492314;23.3;30860.509379493287;7.3;31715.06128318513;27.7;32834.02941201899;11.8;34635.42844468608;14.3;35877.353807115185;21.1;36008.18018932067;10.7;41249.76820970088;25.6;42999.624297291004;14.8;43181.39394142145;27.9;46399.93409713538;7.3;46555.605095602696;34.8;50460.20397270328;6.0;51284.91759817533;5.7;51591.73774418629;23.5;51825.610123880724;13.3;54228.57257184576;12.2;54618.92589565268;3.7;55282.938179559314;14.8;56143.948307885905;17.1;59071.93741270287;25.3;59268.90699822295;10.4;62399.183937650516;32.3;62700.027749192624;36.1;65800.64120013894;37.3;66725.72880045752;26.2;68143.13903743522;1.8;68238.06138765394;22.6;69261.60634486644;11.8;70181.90668057541;12.4;70901.80976053794;22.9;74715.77325558045;38.2;77131.49499469013;34.5;78210.85800266454;43.7;79429.84881962845;1.5;79485.3198721021;3.5;80015.59464930919;12.4;80790.3662853003;16.7;82181.47392639008;4.3;82632.59404189202;21.6;1504828800;251
Eschweiler-Weisweiler;32312190.71;5634377.16;113;10.2;11258.709655004668;8.7;18537.29946739815;11.5;20523.669394806537;15.6;24254.886664151378;12.1;26780.58669556132;31.5;28410.68074141313;26.7;29046.90349009588;17.2;33510.46356802597;23.7;34868.658100075794;9.9;35641.37124188675;29.7;36924.19796504389;19.6;37903.91161906319;26.6;39092.39717459719;16.4;43558.16291949525;11.0;46922.183220026214;20.9;48271.821868764804;18.7;48660.455934331396;25.7;48919.97361607053;7.9;49347.947547459815;18.0;51299.37262359294;10.9;51661.506108107664;17.2;52945.35577259449;14.8;57286.575704806775;13.5;58185.07067017041;16.7;59487.98075871497;30.9;60107.299033751726;27.0;61579.72913117657;14.8;63510.648007255215;32.9;65467.76698572024;7.0;67962.15284233812;22.9;69662.54153908468;43.7;69749.06138614798;37.2;73123.76455135006;43.1;73197.38764398638;26.2;74078.15882558389;8.8;75816.19396247283;12.4;77749.0577270363;29.9;79735.59123194269;14.8;80414.55098256396;37.3;82261.84121618513;25.3;85030.2050181058;32.3;86298.00006470582;17.1;88786.00653839955;14.6;90060.35137432773;38.2;92143.53465411732;36.1;95499.12695694693;34.8;96369.51300130661;6.2;96496.1115957059;10.2;97424.05440512917;27.9;97439.53800080683;35.1;1504828800;251
Espelkamp-Isenstedt;32476000.93;5799491.88;65;7.7;11876.756484852505;12.3;23331.35800821289;12.5;25512.805872831363;6.0;27738.29876268707;17.4;33138.47157103714;14.2;38004.59761693416;20.9;42317.61971859098;27.0;43258.32496965706;14.9;45289.56351188453;22.1;45399.4542338937;27.1;49994.255688229554;11.1;50908.75428615769;10.6;53452.18864659438;19.2;58677.73269346048;15.4;62726.876717560655;24.2;63615.78547453223;13.5;66041.34834854836;12.5;68200.10661751339;11.3;68247.92174063697;10.1;69030.06044114473;19.8;69397.22782577407;14.5;70450.91197199645;21.6;70826.21417953973;12.4;76506.86618840361;13.7;79841.65013535955;4.2;81034.17782813174;11.8;81757.36693589033;5.7;83023.42436066599;3.5;85865.76121918441;17.4;88436.72738971107;4.3;89578.01726919961;18.4;89707.19132217059;1.8;92771.00819751603;11.9;94725.66760122287;10.4;95352.96818942003;1.9;95519.2227743641;3.7;98852.61559785748;1.5;100196.61019219797;22.6;100659.87225020236;18.5;102979.02008849873;14.8;103570.1833712622;5.7;104912.80484056307;7.3;108120.92474988208;6.0;108359.77351212142;12.2;108658.44171968586;34.5;110454.9273486234;20.9;113557.7629220597;20.2;114790.42759180664;13.3;114936.76764936846;10.7;118738.48815339732;11.8;1504828800;251
Essen-Bredeney;32358643.17;5696723.64;150;29.9;7437.177347010624;43.1;18356.704049042284;27.0;20306.365021213955;25.6;21844.133062735982;14.8;22048.021941672047;37.2;22582.608150525903;35.1;22999.366118051832;14.6;27178.084647041025;38.2;30629.115658190763;32.9;32149.50336701984;43.7;33088.23532652368;18.7;35310.140042316256;30.9;37145.771739782984;23.6;38660.316638886405;17.2;38861.25634211604;36.1;40144.70421513556;37.3;41545.92582877752;32.3;41644.46155959445;11.1;43113.19739816023;20.2;44232.80035829268;11.4;46134.557460205586;25.7;46146.212515027764;13.8;47442.98747908774;19.6;50239.32978329337;23.5;50311.0812323475;25.3;51139.073098797686;8.8;51248.03675221456;10.2;51717.44697390856;34.5;52098.534832362384;23.7;52444.48443791452;24.6;53314.40796289191;22.9;53524.950015482376;12.1;54649.55469077754;14.8;55536.12431993677;18.5;57900.899978389774;34.8;58030.31118862447;31.5;61461.77330102056;16.7;62923.80113302174;14.8;63426.6953431292;20.9;65744.89415685866;13.3;66705.46292196984;22.6;66735.499434068;21.1;67187.31042262496;18.4;67490.00228013383;6.2;68345.31827909604;8.7;68364.41394792852;26.2;68587.2559421829;25.6;70547.83799291853;12.2;71405.52254983307;23.8;72345.34018620297;9.0;1504828800;251
Geldern-Walbeck;32308850.37;5708379.93;37;8.8;21921.055779968272;14.8;23360.99359784461;6.2;24875.058977320918;10.2;26579.245408389703;17.2;31492.888601949515;9.0;31670.071412624864;14.8;32243.04548557794;11.1;34462.20451929621;11.4;38475.708764726165;14.6;41158.651388942046;23.7;42515.748045073735;27.0;47393.43859515152;31.5;51139.073098797686;29.9;51379.19159438179;26.7;54792.2229987882;43.1;55858.59172969549;26.6;56580.95313317457;12.1;57544.336920138085;25.6;59583.83649773192;18.7;61094.898738925636;24.6;62957.39579511348;8.7;66867.8353177502;37.2;67592.35235529701;19.6;68286.00677603156;13.8;70956.60953155321;32.9;71099.23995286154;35.1;72763.07742905973;30.9;74078.15882558389;10.2;75907.22111639795;25.7;75925.13856492445;43.7;78243.84457173105;38.2;80455.11716534017;20.2;81027.47061207471;14.1;81167.11827559964;23.6;81717.87155041494;20.9;87238.05412425955;37.3;89283.28172984021;36.1;89900.31169014904;32.3;92062.72004652726;11.5;92865.22295087443;22.9;93186.11391448398;18.5;94414.09938407695;15.6;94680.13477260688;16.7;95008.74210506336;9.9;96240.51545499297;25.3;98148.83928291727;34.5;100791.34266959454;17.2;101083.2407581616;23.5;102498.87843220826;11.9;105570.62759932267;17.4;1504828800;251
Gelsenkirchen-Buer;32365930.09;5715677.42;91;25.6;17845.86051155416;35.1;19428.86485992804;14.6;20306.365021213955;29.9;23648.349816241927;23.6;24831.33705647851;20.2;26267.650909864453;13.8;26299.302279453208;14.8;26812.829209258693;43.1;33167.08538594558;38.2;35236.483399025754;24.6;35660.77427996186;11.1;37033.28469593865;11.4;37373.91598354755;27.0;37862.53433900618;18.5;39098.42627860772;37.2;40789.47544759585;34.5;43375.41932731632;20.9;45915.28343918375;36.1;48142.83024961616;10.2;48179.12066787127;43.7;48537.15184316938;32.9;51702.54264986952;18.4;52232.83631510358;32.3;52490.19768487121;37.3;53343.56183525229;18.7;53697.62591651902;17.2;53716.67688085338;30.9;54480.37398543688;23.5;56849.476855398614;14.1;57018.21271839845;22.6;57544.336920138085;8.8;60067.52695369526;17.4;61381.25955559093;13.3;62730.290719224686;25.3;63122.5367220948;11.9;63265.643706500996;14.8;64571.15429144912;12.2;65557.59637844136;25.7;66850.84757861857;34.8;67510.51735661384;14.8;67552.64334929477;6.2;67708.37335292304;19.6;69491.4995867115;21.1;69492.75440140335;22.9;69687.01756984515;23.7;69899.89571091604;14.8;70176.51468676674;9.0;72524.16587418343;12.5;73204.40818927914;12.1;74468.90723145731;13.7;1504828800;251
Gevelsberg-Oberbröking;32384434.14;5688152.11;205;38.2;12841.115628936614;36.1;16982.622958894757;35.1;19688.02674584239;32.3;20328.962712105407;37.2;21146.904007502206;37.3;23042.95280452022;43.7;23173.968522392104;23.5;24194.89459156414;43.1;27178.084647041025;29.9;27559.47896435223;32.9;29664.77704428749;23.6;30700.279575347668;25.3;32670.572642061117;30.9;33167.08538594558;25.6;33690.006889647404;34.8;35500.260209155436;34.5;35978.356088497756;14.8;39581.71498230013;21.1;40119.78969365717;27.0;40912.71631486681;13.3;41122.78106809588;22.9;41581.113955742585;20.2;41892.28596818778;18.7;44847.7220630911;23.8;45439.511945620114;25.6;45889.102665504666;25.7;46628.71687796932;12.2;46654.81005108514;22.6;47206.21900185853;14.6;48577.86973686209;14.8;49766.19201354674;18.5;50071.294251026105;23.3;53282.07257615375;13.4;53317.80624583746;14.8;53650.90458826769;16.7;53973.81799960455;19.6;54353.5832435967;26.2;55282.702360759766;18.4;56027.09970534285;13.8;56458.699075522454;27.7;58281.455115190976;27.9;58529.928672748436;24.6;60760.92505833812;17.1;62748.838499312864;17.2;62910.566740397;10.4;64780.25376098816;10.7;65339.582890733756;7.3;65976.57404358522;10.4;65984.99069392052;11.1;67317.28798402398;14.8;1504828800;251
Goch-Asperden;32299904.68;5729960.25;16;6.2;8517.655092670306;9.0;20244.38277074627;10.2;23360.99359784461;8.8;33205.31775461016;11.1;33338.96504942782;11.4;43430.42393309552;14.8;45741.74754409946;14.8;48576.78222307857;14.6;49859.32894032767;17.2;57805.29097058476;24.6;63201.20137814341;27.0;64111.06711778407;23.7;67490.00228013383;29.9;67552.64334929477;25.6;69498.79558214157;13.8;70006.26431598367;31.5;71633.23791082535;26.7;72505.24187724254;14.1;72692.84838766321;43.1;73128.76621723399;26.6;78875.2485645199;20.9;79878.41157647829;12.1;81862.78692566793;18.7;83895.01475205013;35.1;85437.45024813504;8.7;86259.28870200612;37.2;86529.16458920827;20.2;90491.5784404975;23.6;90697.81409073043;19.6;91615.78728236943;32.9;94052.71368712152;30.9;94303.6897430388;38.2;95927.37289137274;43.7;96369.51300130661;10.2;97712.10117047241;11.9;98109.88538150012;18.5;98399.06741712872;25.7;103463.4889367653;17.4;106339.79793173766;36.1;106371.30847724096;37.3;107751.13417341787;34.5;108473.51173161627;32.3;113919.35100629908;13.7;114123.56224587027;18.4;114256.66671356725;22.9;114624.09380959418;11.5;115951.2163017356;25.3;116425.60828390167;15.6;117121.94871656006;16.7;117477.16784606385;23.5;1504828800;251
Hamminkeln-Mühlenrott;32333118.3;5732848.5;23;11.4;3227.8562339731025;11.1;13180.503924062725;10.2;21317.851468408888;14.6;25053.611967149038;14.8;26784.83711370379;24.6;33338.96504942782;6.2;34027.61316848723;9.0;34462.20451929621;8.8;36389.87539448341;13.8;37033.28469593865;25.6;44232.80035829268;29.9;46961.66298505637;14.1;47763.04837543222;20.9;49037.57165578281;17.2;49063.7376901234;27.0;51180.0455838325;43.1;53408.88791769927;20.2;53992.06578135416;14.8;54651.48291926015;35.1;58482.316011698924;23.6;64785.819793661096;18.5;66009.42207825277;37.2;67490.68126691633;23.7;68052.30222364013;38.2;68190.58925909571;11.9;69917.54098739254;18.7;72074.02112593832;17.4;73740.79649275329;32.9;74522.48733749728;31.5;75553.0581021339;34.5;76183.78768244668;43.7;77673.80849354932;30.9;78768.55973846448;12.1;80812.55163447987;36.1;80828.76851784295;18.4;82433.21225471464;19.6;82759.73596990769;26.7;83830.94364199559;13.7;84216.99786929955;37.3;85205.18448197407;32.3;85956.8605291247;25.7;89257.33035672002;19.8;89339.74901075695;26.6;89488.7874107075;8.7;90636.22790233117;23.5;91672.74067075283;22.6;92905.02139807826;14.5;92985.02550548043;12.5;94464.80496657344;25.3;96933.01003403275;22.9;1504828800;251
Harsewinkel;32445695.43;5758586.16;63;10.6;5193.707171586464;11.1;9864.647035860491;14.9;20043.203285137486;14.2;24489.48607363765;21.6;24820.997979041094;12.5;26674.271090971466;22.1;28374.276441382768;15.4;28958.875171957403;12.5;30895.097143867515;27.0;32510.88490070064;24.2;39006.88872475948;27.1;39018.48288542958;12.4;39346.860759538635;19.8;39623.12784974679;18.4;39889.72286988188;17.4;40090.43124985052;11.8;42080.226237138726;19.2;48022.09003417032;10.4;48193.54749688432;13.5;48344.54061280082;20.9;48570.46057478232;14.5;49287.948764495915;13.7;49613.58027892073;22.6;50169.780934474016;17.4;50908.75428615769;7.7;52897.317970530516;18.5;54619.64314169248;14.8;55459.16419840926;3.7;57887.91957110571;34.5;58486.75678986294;12.3;59136.57871584022;12.2;60566.750308139206;7.3;61611.76515444068;11.9;62106.823511415576;1.8;62268.49219888081;3.5;64983.218756730574;11.3;65206.55601672723;13.3;65933.8660588279;20.2;69460.02534543214;5.7;69671.5305517625;23.6;70953.18021028955;10.7;71286.11733270429;4.3;71394.67285607477;6.0;72218.02733471885;20.9;72931.50990720872;4.2;73999.21392954794;10.1;75707.87799019631;6.0;79108.0317211513;13.8;79270.40169149032;11.8;79954.17823767924;14.8;1504828800;251
Heiligenhaus-Abtsküche;32360275.14;5689467.74;136;43.1;7437.177347010624;29.9;14836.744926869638;37.2;16434.198444475333;27.0;23200.375435448936;32.9;24194.89459156414;38.2;24677.289248305497;35.1;25006.29631239671;43.7;26792.80526508037;18.7;26812.829209258693;25.6;27722.09969496107;14.8;27881.817311425933;30.9;30123.393382825307;14.6;33881.46740762157;37.3;34502.57764237692;36.1;35782.466097507684;32.3;38759.44672377008;17.2;38937.585367232896;25.7;40423.69756575228;23.6;41123.333895864846;19.6;43832.91767745434;25.3;45999.30959882186;22.9;46422.08722531269;23.5;47975.79877018683;20.2;48479.98220359345;11.1;49125.079108904814;12.1;49902.237764522186;23.7;51180.0455838325;11.4;52319.2513848979;34.8;52986.54099617722;13.8;53382.674695789014;34.5;54028.340429476775;16.7;54792.2229987882;8.8;55283.361794704695;31.5;55439.61561407572;14.8;57429.529449783164;10.2;59816.17371640293;24.6;59857.04289555928;18.5;60110.639947602736;14.8;61062.949450958935;26.2;62553.15391569301;25.6;63003.15581985209;21.1;64282.107125877454;8.7;64548.780316670585;13.3;66790.10349760365;23.8;67476.3522929383;22.6;68661.35250251154;14.8;69836.287205582;12.2;70176.51237054307;20.9;70308.16013655858;18.4;70496.58412737484;26.7;1504828800;251
Heimbach-Düttling;32326617.01;5609167.43;385;17.2;11498.847688935293;11.5;12037.017582947918;16.4;16371.776415782195;11.0;17301.26501989048;15.6;20553.37216310893;9.9;21941.823466831203;18.0;24779.18507552793;20.9;26099.5101093134;29.7;28044.818476240565;7.9;28267.847142323848;13.5;29046.90349009588;10.2;33703.25793095648;10.9;38770.87972089661;8.7;45255.22245227639;12.1;45957.92923781731;19.6;47364.0119485721;7.0;47611.86034222665;14.8;51504.36987646196;16.7;52013.964459445495;25.7;53790.6174132778;31.5;57443.069130410266;26.7;59644.8845654057;23.7;60280.84090988171;18.7;61211.20583416341;12.4;63725.28395320753;26.2;64767.46912046474;22.9;65216.71016988284;30.9;65934.87198120728;26.6;70425.23818862824;32.9;74396.5516053052;17.1;75063.45432442747;43.7;76133.6655861846;17.2;78001.30588859758;27.0;78974.93510936596;37.2;80631.21326181943;14.8;80851.90464518171;25.3;82685.69117555281;37.3;87069.34880997452;43.1;87094.25744920602;27.9;87128.00557065207;32.3;91287.95444273764;25.6;92968.49417940533;34.8;93229.93113217287;29.9;96082.7825651649;36.1;97884.79246613992;38.2;98587.51467046744;27.7;100708.897094559;14.8;100791.34266959454;8.8;104482.58189656342;23.5;105712.617879964;10.6;1504828800;251
Heinsberg-Schleiden;32297000.48;5658385.92;57;26.7;13827.06838899022;26.6;16034.311724081212;31.5;20597.491242578766;23.7;20732.946897622136;8.7;28410.68074141313;10.2;29128.49692634169;12.1;29508.752264901366;14.8;36455.01274885543;17.2;46276.32721662524;15.6;46609.079452253565;11.5;48542.02368797296;19.6;51379.19159438179;8.8;52989.903601672224;18.7;54438.95921230336;27.0;57443.069130410266;17.2;58417.70328206714;29.7;60617.17166370357;9.9;61564.541624319725;25.7;66681.92867652795;14.8;67023.50479518881;16.4;67986.00130976553;30.9;70144.0749258437;32.9;70496.58412737484;43.1;71633.23791082535;6.2;71723.04899017193;11.0;72592.08396398774;29.9;73006.61383514767;37.2;73014.43193829103;20.9;75214.13823758521;7.9;75778.80463790533;10.2;76163.27063638113;14.6;76189.67829972168;10.9;76569.39698128527;16.7;76786.02968473911;43.7;77127.63898347778;18.0;79863.38950605664;11.1;80125.73014257122;9.0;82625.2253965018;22.9;82759.73596990769;11.4;83846.74608660402;14.8;85643.80045827072;13.5;89093.28385396008;37.3;89560.72486061185;7.0;89630.39809686231;25.6;91739.40990166484;26.2;92361.75004898806;38.2;93391.25237514527;32.3;93942.56379077047;25.3;94814.17019532208;35.1;97370.84341615034;12.4;1504828800;251
Hellenthal-Udenbreth;32314565.15;5587518.17;650;20.9;12184.387934566248;18.0;14006.420214580909;16.4;17771.981125425173;29.7;24779.18507552793;17.2;24822.286845517272;13.5;26847.85842299517;15.6;29456.250973104216;11.5;30450.80550754122;11.0;43930.33553108156;9.9;45994.25359697382;7.9;46922.183220026214;10.2;53016.715760341074;10.9;58078.73541670303;8.7;64322.9295102142;7.0;67366.268329018;14.8;67845.74664805598;12.1;70662.88079887205;19.6;73014.43193829103;26.7;73656.15882991427;31.5;74157.09182842915;16.7;76625.23373926559;25.7;77860.69017243774;26.6;79410.47341779245;12.4;80225.85900954963;23.7;84607.43798613982;26.2;84939.69182400321;18.7;87889.47602217412;22.9;89867.85268830664;30.9;93466.74231067259;17.1;95119.98511455132;32.9;97893.39632872574;17.2;99600.33677060582;43.7;99770.97554982864;14.8;102057.93446536674;27.0;103739.21964001843;37.2;104030.81977909584;25.3;106507.37135273174;27.9;106678.44583964674;37.3;111025.54006366825;32.3;111729.05712027312;43.1;112563.88711190931;25.6;115559.51160956074;34.8;117766.5339773636;29.9;118526.88330641025;27.7;120221.59312398586;36.1;120998.34507027738;8.8;122511.48382312605;38.2;123860.04732353345;10.6;124138.180807665;14.8;128081.69050336984;23.5;1504828800;251
Hennef-Lückert;32386747.66;5620616.93;225;12.4;13260.080480669112;26.2;14290.642584914187;17.1;14312.048519103148;14.8;15265.922915151234;7.0;22756.0300288544;16.7;27325.32760792411;27.9;27510.944003930454;10.9;27915.46595647086;22.9;33788.390328613066;7.9;36210.14244766492;25.6;37766.7960882371;25.3;39581.240797574814;27.7;41484.99619139348;25.7;42740.93325000958;9.9;43647.572443526566;34.8;44675.59494263167;10.6;46437.25790831887;37.3;46774.20464030308;30.9;48676.366853990265;32.3;49068.5038262312;11.0;49333.158393905156;43.7;49393.176924966436;24.6;50704.684235677785;32.9;51637.70148745661;7.3;51782.53122682954;19.6;55008.05286908767;23.8;57807.38621245541;18.7;58331.059271466394;36.1;59154.669331975245;37.2;60203.48512125505;13.5;60261.907031322015;23.5;61211.20583416341;17.2;62557.81111920207;11.2;63250.95899347372;21.1;63782.94405430755;13.4;66390.92303340713;16.4;67574.79790885714;38.2;68667.63835055241;18.0;68862.56320499434;11.5;69642.05458458769;12.1;70181.90668057541;22.4;70584.5119435477;14.8;70845.00375794343;10.5;73564.57991204521;23.3;73764.73597733912;43.1;74228.03661829644;17.0;75816.19396247283;10.2;77038.13069283974;15.6;77134.32086771773;27.0;77568.40743209557;8.7;1504828800;251
Honnef, Bad;32373867.83;5612423.61;58;7.0;9578.313193630982;14.8;14366.7017342743;10.9;15265.922915151234;12.4;19364.91594501717;7.9;24219.94654673621;16.7;24288.402038061293;26.2;29541.806600275733;17.1;30833.28617007857;9.9;34151.557326720314;11.0;35340.231280544635;22.9;41309.36194021819;25.7;42589.813998360885;27.9;45024.538068568916;13.5;47364.0119485721;17.2;48393.86204596573;19.6;48810.95239685801;25.3;50353.73846951575;30.9;50779.215251661335;25.6;51551.79819883785;16.4;53438.09251828487;18.0;54832.75691334329;27.7;55202.470342885616;32.9;55627.62973234384;43.7;55879.58302728438;37.3;56045.0101499992;11.5;56915.208878738624;34.8;57819.573476949256;18.7;58959.86066959234;32.3;59550.48024896341;10.6;63783.57651249825;12.1;63890.95743281582;15.6;64322.9295102142;20.9;64491.47404641867;37.2;64651.945952676026;24.6;65326.371258633655;7.3;65467.76698572024;10.2;68902.68557199817;36.1;69044.15320285875;8.7;69676.28990635774;23.8;72670.46152145085;23.5;72794.99306734082;29.7;76462.24053914554;38.2;77348.05533604778;11.2;77403.18602573106;21.1;78130.00960156365;31.5;78234.0416499935;43.1;78417.99566105694;27.0;78789.85295019021;13.4;80521.74921059153;23.7;84216.61381404489;14.8;1504828800;251
Hörstel-Riesenbeck;32407471.28;5788552.87;46;14.5;9498.642899514824;13.7;12230.356049996299;19.8;16278.617059458817;19.2;20259.99329459285;15.4;23832.61522319513;17.4;24833.823198897597;11.9;29338.269927168258;12.5;43492.75233053906;11.1;45445.54721487764;20.9;48570.46057478232;10.6;51272.961755846816;14.1;53349.387154760945;18.5;54024.883366171816;18.4;54693.12934506137;14.9;58593.450726742965;14.2;60817.62712539451;12.5;60917.525389668655;13.8;62514.29724451394;20.2;66120.56032682267;24.6;68396.28004990332;21.6;68400.335332606;12.3;69397.22782577407;7.7;72771.07560695431;34.5;73051.75614285478;22.1;73404.63771841205;23.6;75649.712688592;22.6;75877.44332999457;27.0;77204.06586354155;17.4;81047.1690284354;24.2;83883.87034656151;25.6;84084.41827811934;27.1;84847.69994776888;11.8;85720.78112385696;10.4;87148.62486037094;12.4;87954.77263249527;14.8;88474.79646054459;35.1;89002.19706607949;20.9;89332.8608679303;12.2;92905.02139807826;11.4;93142.5122874647;13.3;94563.38876635935;14.6;94883.42616076018;11.1;94910.01582069953;6.0;96256.32316012368;13.5;98909.73333240509;3.7;99525.55654148072;7.3;103009.93985512844;38.2;104003.85870036278;29.9;104046.56901515082;14.8;104840.53384846712;10.2;1504828800;251
Höxter-Lüchtringen;32529382.89;5737567.47;94;5.7;13781.159236944288;10.1;19722.821248413315;4.2;21749.098582720668;11.3;27939.1448660288;1.9;35411.727119022886;4.3;38362.522901697834;1.5;40503.94416075976;13.5;41068.19368147713;3.5;45628.41978534911;20.9;48087.65650661112;27.1;52455.24367402264;1.8;56347.5813307024;27.0;58143.568630062786;17.4;59077.118241404925;12.4;59336.74352501035;24.2;59760.2039492046;22.1;67017.41515452492;6.0;67974.66773762969;5.7;71698.22086610385;6.0;73312.81827378388;11.8;73727.26277480944;14.2;73965.09958577564;12.5;75905.6032271394;3.7;78103.0341930521;14.9;80267.08434563335;21.6;81757.36693589033;7.7;84901.6832336714;14.3;86286.59949011705;10.6;86419.74144140816;11.8;89535.76178089537;7.3;90302.2782013735;10.4;90566.74434367393;11.1;92877.99445670276;12.3;93825.12607044447;17.9;94403.3863462029;10.7;99824.6155189526;14.8;102791.07653750047;10.4;106542.61987033367;12.2;108917.30587430582;22.6;110365.65327874607;12.8;111042.01741028727;12.5;112574.63577525676;13.3;113163.00497392053;15.4;113247.44971724188;23.3;115492.72055708828;18.4;115852.07057871402;17.0;117158.05824646866;22.4;120527.22285513756;19.2;121018.42170230627;13.4;122278.6177960401;14.8;1504828800;251
Hückeswagen (Bevertalsperre);32385671.97;5667041.67;298;37.3;4625.7638734065295;32.3;10336.438801540808;25.3;12536.276574245838;43.7;13706.295166383674;36.1;19077.322623733133;32.9;19375.293480699416;34.8;20370.793203387744;37.2;20774.69447503805;22.9;21146.904007502206;38.2;21390.466889976706;30.9;22420.473754410166;23.5;28709.77028230832;25.6;32132.7283156283;25.7;33236.201359897816;26.2;33881.46740762157;43.1;34276.59854445884;16.7;36147.86494075648;18.7;36186.33328204254;21.1;36193.23892423957;23.8;37819.88596117093;14.8;37911.76459544547;35.1;39525.54278845209;27.9;40090.44211086336;17.1;40144.70421513556;29.9;40805.578579573936;27.7;43602.18203329689;19.6;45025.25301628874;27.0;45749.25438702181;24.6;46437.25790831887;12.4;46835.883022799455;13.4;47023.95542317999;14.8;48830.981773733554;23.3;48928.328996051016;13.3;50483.338749651135;23.6;52490.19768487121;25.6;53094.537246629574;34.5;54783.246257261366;10.6;55584.22648940877;12.2;55879.58302728438;7.0;57943.924002607775;10.9;60340.95167449952;22.6;61133.34169233855;12.1;61581.32874243704;14.8;62265.599520070115;14.8;62648.2922695726;20.2;62751.53697284532;9.9;62899.602882570114;14.6;63497.27033373638;10.4;64868.91031726303;7.9;65800.64120013894;22.4;1504828800;251
Jülich (Kläranlage);32313306.12;5645580.42;76;8.7;11258.709655004668;10.2;15348.721056985156;12.1;15578.919780427439;31.5;20732.946897622136;26.7;22251.98623051224;23.7;29187.618044734238;11.5;31781.594046759437;15.6;32221.21233194132;19.6;32888.03771491801;26.6;38770.87972089661;17.2;39889.07263156752;9.9;40457.262779129946;17.2;41104.92123455858;18.7;42085.80735552692;14.8;45043.42347244611;25.7;46749.47642034153;29.7;49578.6195700196;16.4;50309.52324286099;27.0;51809.456610122535;11.0;54127.037533725634;30.9;54495.66764691764;7.9;55513.60451381903;10.9;57487.2717323128;32.9;57771.436861141134;16.7;58078.73541670303;20.9;59883.37340592063;18.0;62620.97301856585;37.2;62957.39579511348;8.8;63748.08638733674;14.8;63946.669483787824;43.7;64282.107125877454;43.1;65611.92890144457;22.9;66944.3509727806;13.5;68345.31827909604;29.9;68929.40226633321;14.8;69044.15320285875;7.0;73035.02905974147;26.2;75481.45985462044;37.3;77568.40743209557;12.4;78092.21194426405;14.6;78647.57339069371;25.3;80022.57473952207;32.3;82894.87716123639;38.2;85239.22530568343;10.2;85437.45024813504;6.2;86289.09917031824;36.1;86341.70075251737;11.1;86616.72690443827;17.1;87651.99286131933;25.6;88876.54478161597;35.1;1504828800;251
Kahler Asten;32464289.57;5669999.29;839;17.9;11413.698895993022;11.8;15710.654866351611;14.3;15923.221590445957;10.4;18841.445946468484;12.8;23272.336300485324;10.7;23416.90982010449;22.4;23444.850895505748;17.0;27052.381619461;6.0;28310.221010443693;5.7;31829.888979103594;23.3;31999.569847775423;7.3;32203.32625452212;13.4;33762.053646367254;10.5;35386.787194612385;3.7;36179.02031077834;11.2;42600.53761450558;24.6;43189.22260019501;23.8;43192.31038673476;21.1;45058.98063187125;1.8;45651.462983126214;14.8;45786.01151220829;10.4;46102.912775855846;14.8;47542.05166243522;12.2;48159.75442465914;13.3;50154.46505622452;10.6;50846.202435274725;11.8;52439.98640171041;27.7;53683.7519224996;7.3;56225.78551698929;3.5;56368.7333159412;1.5;58774.2777537524;4.3;59227.26399153211;12.4;59437.92913496746;25.6;59577.015846633476;23.5;60754.04403650006;22.6;61016.203108070185;34.8;64612.030062301776;27.9;66100.89270086028;21.6;67299.84097148092;24.2;67328.96150768669;1.9;71556.0651115255;13.5;71785.84046891886;36.1;73561.69976732244;34.5;74299.91857315804;25.3;74532.32933002229;32.3;75290.62386637923;4.2;77674.79622274886;17.1;78675.07373256561;37.3;81601.3158892366;11.3;81895.15572020889;38.2;1504828800;251
